"AFID1","AFID2","LCS-SIM(JNAME1 JNAME2)","EXIST-P(JNAME1 JNAME2)","EXACT-MATCH(JNAME1 JNAME2)","LCS(JNAME1 JNAME2)","LEVENSHTEIN(JNAME1 JNAME2)","DIFF-LENGTH(JNAME1 JNAME2)","VARIANTS-AND-CONFUSIONS(JNAME1 JNAME2)","UNKNOWN-CHAR(JNAME1 JNAME2)","LCS-SIM(ENAME1 ENAME2)","EXIST-P(ENAME1 ENAME2)","EXACT-MATCH(ENAME1 ENAME2)","INITIAL-MATCH(ENAME1 ENAME2)","LCS(ENAME1 ENAME2)","LEVENSHTEIN(ENAME1 ENAME2)","DIFF-LENGTH(ENAME1 ENAME2)","LCS-SIM(JAFF1 JAFF2)","EXIST-P(JAFF1 JAFF2)","EXACT-MATCH(JAFF1 JAFF2)","LCS-SIM(EAFF1 EAFF2)","EXIST-P(EAFF1 EAFF2)","EXACT-MATCH(EAFF1 EAFF2)","COAUTHER-MATCH(CO-AUTHOR1 CO-AUTHOR2)","COUNT-COAUTHER(CO-AUTHOR1 CO-AUTHOR2)","CLASS"
"B-80002347573-1-jic","B-80007599577-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.3865080994662026d0,0,0,0,0.08884057098651381d0,-0.03976052380320786d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.26487817241218203d0,0,0,0,-0.08388261226073132d0,1
"B-80016614313-1-jic","B-80005051784-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,0,-0.6869859258806831d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,-0.3213331421236464d0,0,0,0,-0.6102509436335539d0,-1
"B-110003419320-5-nels","B-110003394048-3-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,-1.8635830248053926d0,0,0,-0.527476941654897d0,0,0,0,-0.08388261226073132d0,1
"B-110002279792-2-cjp","B-110003813272-7-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.6536441359062063d0,0,0,1,1.6404935647209076d0,-0.03976052380320786d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,-1.104535393263099d0,0,0,0,-0.08388261226073132d0,1
"B-40004001521-1-ndl","B-40005014534-1-ndl",-0.9721484962120844d0,0,0,4.3676144004222355d0,3.5914435691664526d0,4.528944884416915d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-80010717489-3-jic","B-110002057529-1-nels",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0897739650828102d0,0,0,1,-0.6869859258806831d0,0.9837199093134928d0,1.546215456337535d0,0.7662408688693447d0,0,1,-2.1034423962913227d0,0,0,0,-0.6102509436335539d0,1
"B-110002871058-1-nels","B-110002890087-3-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7987379171937556d0,0,0,1,1.1232759001427763d0,-0.722080812547675d0,-0.8059617199668482d0,0.6194599373936613d0,0,0,0.6291935710007285d0,0,0,0,-0.08388261226073132d0,1
"B-10008494502-4-cjp","B-10009473102-3-cjp",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.381884732431842d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.7128929164388486d0,0,0,0,-0.08388261226073132d0,1
"B-10010638169-7-cjp","B-110003989679-9-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.9668359665349724d0,0,0,1,-0.9455947581697487d0,2.0072003424301936d0,2.957521762120165d0,0.7662408688693447d0,0,1,-1.5919538155147797d0,0,0,0,-0.08388261226073132d0,1
"B-110002237331-6-nels","B-110001916110-6-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.947272648523035d0,0,0,1,0.08884057098651381d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.3035622710195339d0,0,0,1,3.074327375976204d0,1
"B-80016738567-2-jic","B-80016777112-2-jic",0.4451075356482665d0,0,0,2.852026749515453d0,0.17867246279912538d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8529646461890044d0,0,0,1,1.6404935647209076d0,-0.3809206681754414d0,0.1349091505549051d0,-0.7485376818489261d0,0,0,-0.5196334221389659d0,0,0,0,-0.08388261226073132d0,1
"B-80002604167-4-jic","B-80002552021-3-jic",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,-0.014666275769640535d0,0,0,1,-0.1697682613025518d0,-0.03976052380320786d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-80002210309-4-jic","B-80002552021-3-jic",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,-0.014666275769640535d0,0,0,1,-0.1697682613025518d0,-0.03976052380320786d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-10016312276-6-cjp","B-10016310845-4-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.44848150403220105d0,0,0,1,-0.9455947581697487d0,-0.03976052380320786d0,0.1349091505549051d0,0.192461308609037d0,0,0,0.44608242023943506d0,0,0,1,0.9688540504849138d0,1
"B-10020407044-8-cjp","B-10020406587-7-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.1554429205348261d0,0,0,-0.6960758357464655d0,0,0,1,2.5479590446033815d0,1
"B-110003282624-1-nels","B-110003315408-1-cjp",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,1.0636752456671514d0,0,0,1,1.6404935647209076d0,-0.722080812547675d0,-0.33552628470597157d0,-0.1354129407964575d0,0,0,-0.16376554253817072d0,0,0,0,0.4424857191120912d0,1
"B-80005411563-4-jic","B-120001026395-2-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,1,0.34744940327557944d0,0.3013996205690257d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.36117677058122083d0,0,0,0,-0.6102509436335539d0,1
"B-10020411566-5-cjp","B-10019103948-2-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.6861127785291038d0,0,0,1,0.34744940327557944d0,-0.722080812547675d0,-0.8059617199668482d0,0.11331913165620149d0,0,0,-0.9161821236290952d0,0,0,0,-0.08388261226073132d0,1
"B-80012275149-2-jic","B-80012255797-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.722080812547675d0,-0.8059617199668482d0,0.3154137759367898d0,0,0,0.4389561077282017d0,0,0,0,-0.08388261226073132d0,1
"B-10019316397-1-cjp","B-10005924396-3-cjp",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.6404935647209076d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,-0.1887796620781955d0,0,0,0,-0.6102509436335539d0,1
"B-110002141070-2-nels","B-110002064954-4-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,-0.7376921216407653d0,0,0,1,-0.1697682613025518d0,0.9837199093134928d0,1.546215456337535d0,-1.127232319528494d0,0,0,0.7749340339028759d0,0,0,0,-0.6102509436335539d0,1
"B-80015650200-8-jic","B-80015520316-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.6653893508802432d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,0.1349091505549051d0,0.192461308609037d0,0,0,0.3281794863050686d0,0,0,0,-0.6102509436335539d0,-1
"B-80016963411-2-jic","B-80016963410-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.8059617199668482d0,0.6901978218131094d0,0,0,0.7766257069465651d0,0,0,0,-0.08388261226073132d0,1
"B-110001301362-3-nels","B-10006800210-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.4648140318171795d0,0,0,1,1.6404935647209076d0,-0.03976052380320786d0,0.1349091505549051d0,0.7662408688693447d0,0,1,-0.09437847639133906d0,0,0,0,-0.08388261226073132d0,1
"B-10009004245-6-cjp","B-10011283874-1-cjp",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.1232759001427763d0,-1.0632409569199086d0,-0.8059617199668482d0,0.304418222572159d0,0,0,-0.365546106827704d0,0,0,0,-0.6102509436335539d0,1
"B-80016000978-1-jic","B-80015739286-4-jic",-1.224465785343797d0,0,0,0.07344938951968377d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0098897476525006d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-10012222787-7-cjp","B-110002105302-3-nels",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.8991023970099732d0,-1.0632409569199086d0,-0.8059617199668482d0,-0.4960744646627784d0,0,0,0.3281794863050686d0,0,0,0,0.4424857191120912d0,1
"B-10012222346-2-cjp","B-110002105302-3-nels",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.8991023970099732d0,-1.0632409569199086d0,-0.8059617199668482d0,-0.4960744646627784d0,0,0,0.3281794863050686d0,0,0,0,-0.6102509436335539d0,1
"B-80016042662-3-jic","B-80016117827-1-jic",-0.9157091410115198d0,0,0,0.07344938951968377d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,0,-1.2042035904588142d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016042662-3-jic","B-80011682066-3-jic",-0.9157091410115198d0,0,0,0.07344938951968377d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,0,-1.2042035904588142d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-10006366768-4-cjp","B-10005941506-4-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.465689598980744d0,0,0,0.02037159385791477d0,0,0,1,2.5479590446033815d0,1
"B-10006366768-4-cjp","B-10005940550-2-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.465689598980744d0,0,0,0.02037159385791477d0,0,0,1,2.021590713230559d0,1
"B-10011555055-6-cjp","B-10008148059-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.6861127785291038d0,0,0,0,0.34744940327557944d0,-0.722080812547675d0,-0.8059617199668482d0,-0.022706261613145675d0,0,0,-0.355355395200463d0,0,0,0,-0.08388261226073132d0,1
"B-10011552463-6-cjp","B-10008148059-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.6861127785291038d0,0,0,0,0.34744940327557944d0,-0.722080812547675d0,-0.8059617199668482d0,-0.022706261613145675d0,0,0,-0.355355395200463d0,0,0,1,0.9688540504849138d0,1
"B-110004662774-6-cjp","B-10015761668-3-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.7376921216407653d0,0,0,1,-0.1697682613025518d0,0.9837199093134928d0,1.546215456337535d0,0.7662408688693447d0,0,1,-1.9981360035302014d0,0,0,1,0.9688540504849138d0,1
"B-10007690964-5-cjp","B-10009783099-5-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.524344126521035d0,0,0,1,-0.6869859258806831d0,1.66604019805796d0,2.4870863268592887d0,-0.05700849068596632d0,0,0,0.15011556120868724d0,0,0,0,0.4424857191120912d0,1
"B-80015935078-1-jic","B-80010692668-2-jic",-2.0478171149914126d0,0,0,-0.17914855229811344d0,1.2025037947093236d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.9285577826675364d0,0,0,0,-1.4628124227478798d0,0.6425597649412593d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016736344-5-jic","B-80016869447-6-jic",-1.165654976083253d0,0,0,-0.17914855229811344d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.9442706022942838d0,0,0,0,-1.4628124227478798d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80011911219-2-jic","B-80011911219-4-jic",-1.0077945584438202d0,0,0,0.326047331337481d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.7681351975679224d0,0,0,0,-0.9455947581697487d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,1.4952223818577364d0,-1
"B-80015376619-1-jic","B-80012148850-3-jic",-1.224465785343797d0,0,0,0.07344938951968377d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0098897476525006d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016593383-3-jic","B-80016906088-4-jic",-1.224465785343797d0,0,0,0.07344938951968377d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0098897476525006d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110001092088-1-nels","B-110001091859-6-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.947272648523035d0,0,0,1,0.08884057098651381d0,-0.722080812547675d0,-0.33552628470597157d0,-0.9550981881108861d0,0,0,-1.05037779079069d0,0,0,1,0.9688540504849138d0,1
"B-80011331635-9-jic","B-80012243394-7-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.18183555916384758d0,0,0,0.3186059929933071d0,0,0,0,-0.6102509436335539d0,1
"B-110003857126-1-nels","B-110003854119-2-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.8646670678537106d0,-1.0632409569199086d0,-0.8059617199668482d0,-0.41717982685439087d0,0,0,0.49698242511158414d0,0,0,0,0.4424857191120912d0,1
"B-80016896525-2-jic","B-80015657449-1-jic",-1.4989162285596689d0,0,0,0.07344938951968377d0,0.8612266840725908d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.3161124259908459d0,0,0,0,-1.2042035904588142d0,0.3013996205690257d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80011444470-2-jic","B-80015657449-1-jic",-1.224465785343797d0,0,0,0.07344938951968377d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0098897476525006d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016834711-1-jic","B-80010889255-3-jic",-0.4011144556961812d0,0,0,0.326047331337481d0,0.17867246279912538d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.09122171263746492d0,0,0,1,-0.9455947581697487d0,-0.3809206681754414d0,-0.33552628470597157d0,0.5534911315975686d0,0,0,0.6534569280098432d0,0,0,0,-0.6102509436335539d0,-1
"B-10002080492-4-cjp","B-110003900542-2-nels",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-1.524344126521035d0,0,0,0,-0.6869859258806831d0,0.9837199093134928d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,0.4290494317672824d0,0,0,0,-0.6102509436335539d0,1
"B-80008501007-1-jic","B-80008293847-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.5505557301449828d0,0,0,0,0.606058235564645d0,0.9837199093134928d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.7797755201292947d0,0,0,0,-0.6102509436335539d0,-1
"B-80008501007-1-jic","B-80009967247-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.5505557301449828d0,0,0,0,0.606058235564645d0,0.9837199093134928d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110003331870-1-nels","B-110003365490-1-nels",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9975701877100484d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-110003331870-1-nels","B-110003365466-1-nels",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9975701877100484d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-80016683516-3-jic","B-80016850505-3-jic",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.3161124259908459d0,0,0,0,-0.4283770935916174d0,0.6425597649412593d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,2.021590713230559d0,1
"B-80012287945-2-jic","B-80015192036-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.027315828080493584d0,0,0,1,0.606058235564645d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,2.021590713230559d0,1
"B-80003466021-1-jic","B-80004396560-1-jic",0.25070545122709337d0,0,0,1.3364390986086698d0,0.17867246279912538d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.1232759001427763d0,-1.0632409569199086d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.4077115065433973d0,0,0,0,-0.08388261226073132d0,1
"B-80012475267-3-jic","B-80011436307-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.31069549450242273d0,0,0,1,-0.9455947581697487d0,-0.3809206681754414d0,0.1349091505549051d0,-1.0010005228357661d0,0,0,-0.7470951491562581d0,0,0,0,-0.6102509436335539d0,1
"B-80015164371-7-jic","B-80012549813-8-jic",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.606058235564645d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-80012549814-2-jic","B-80012549813-8-jic",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.606058235564645d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-110002060478-4-nels","B-110002060463-4-nels",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.08884057098651381d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,-0.9196525785067418d0,0,0,1,1.4952223818577364d0,1
"B-80010679404-1-jic","B-80011577581-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.3865080994662026d0,0,0,0,0.08884057098651381d0,-0.03976052380320786d0,-0.8059617199668482d0,-1.3376180203508605d0,0,0,-1.2965489268119093d0,0,0,0,0.4424857191120912d0,1
"B-80011171048-1-jic","B-80010784459-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.3865080994662026d0,0,0,0,0.08884057098651381d0,-0.03976052380320786d0,-0.8059617199668482d0,-1.3376180203508605d0,0,0,-1.2965489268119093d0,0,0,0,0.4424857191120912d0,1
"B-80016895952-1-jic","B-80016435936-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.17125486879540242d0,0,0,1,-1.2042035904588142d0,-0.3809206681754414d0,0.1349091505549051d0,0.21259361455909237d0,0,0,0.3463181124186787d0,0,0,0,-0.6102509436335539d0,1
"B-110002821698-4-nels","B-110002821944-4-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,16.22856369024793d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,0.41559753256632337d0,0,0,3.123195172306289d-5,1,0,1,0.9688540504849138d0,1
"B-110002821944-4-nels","B-110003128856-2-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,16.22856369024793d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,0.5859101069361843d0,0,0,3.123195172306289d-5,1,0,1,1.4952223818577364d0,1
"B-80007699866-1-jic","B-80011029202-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.115889905538851d0,0,0,0,-0.4283770935916174d0,0.6425597649412593d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80007699866-1-jic","B-80002909934-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.115889905538851d0,0,0,0,-0.4283770935916174d0,0.6425597649412593d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80004758712-3-jic","B-80011029202-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.115889905538851d0,0,0,0,-0.4283770935916174d0,0.6425597649412593d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
