"AFID1","AFID2","LCS-SIM(JNAME1 JNAME2)","EXIST-P(JNAME1 JNAME2)","EXACT-MATCH(JNAME1 JNAME2)","LCS(JNAME1 JNAME2)","LEVENSHTEIN(JNAME1 JNAME2)","DIFF-LENGTH(JNAME1 JNAME2)","VARIANTS-AND-CONFUSIONS(JNAME1 JNAME2)","UNKNOWN-CHAR(JNAME1 JNAME2)","LCS-SIM(ENAME1 ENAME2)","EXIST-P(ENAME1 ENAME2)","EXACT-MATCH(ENAME1 ENAME2)","INITIAL-MATCH(ENAME1 ENAME2)","LCS(ENAME1 ENAME2)","LEVENSHTEIN(ENAME1 ENAME2)","DIFF-LENGTH(ENAME1 ENAME2)","LCS-SIM(JAFF1 JAFF2)","EXIST-P(JAFF1 JAFF2)","EXACT-MATCH(JAFF1 JAFF2)","LCS-SIM(EAFF1 EAFF2)","EXIST-P(EAFF1 EAFF2)","EXACT-MATCH(EAFF1 EAFF2)","COAUTHER-MATCH(CO-AUTHOR1 CO-AUTHOR2)","COUNT-COAUTHER(CO-AUTHOR1 CO-AUTHOR2)","CLASS"
"B-80014450723-1-jic","B-80014692500-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014727801-1-jic","B-80004604777-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80016934394-3-jic","B-80010449659-5-jic",-0.16587121865400525d0,0,0,0.07344938951968377d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,-0.9455947581697487d0,-1.0632409569199086d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-110001994874-1-nels","B-110002055047-1-nels",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.3161124259908459d0,0,0,1,-0.4283770935916174d0,1.66604019805796d0,2.4870863268592887d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,1.4952223818577364d0,1
"B-80013683167-1-jic","B-80013668433-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-110002905451-5-cjp","B-110002904998-2-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-1.5527392949433074d0,0,0,0,-0.9455947581697487d0,1.66604019805796d0,-0.8059617199668482d0,-0.8947005178621047d0,0,0,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80012178488-2-jic","B-80011099921-2-jic",-0.9157091410115198d0,0,0,0.07344938951968377d0,0.5199495734358581d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,1,-1.2042035904588142d0,-0.03976052380320786d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80012178488-2-jic","B-80015769617-2-jic",-1.4989162285596689d0,0,0,-0.17914855229811344d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.3161124259908459d0,0,0,0,-1.4628124227478798d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80015241915-3-jic","B-80012237188-1-jic",-0.9157091410115198d0,0,0,0.07344938951968377d0,0.8612266840725908d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,1,-1.2042035904588142d0,0.3013996205690257d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80015241915-3-jic","B-80015997321-7-jic",0.05630294966360537d0,0,0,0.5786452731552781d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.41914941792644383d0,0,0,0,-0.6869859258806831d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016187638-2-jic","B-80016926234-2-jic",-0.4011144556961812d0,0,0,0.326047331337481d0,0.17867246279912538d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.09122171263746492d0,0,0,0,-0.9455947581697487d0,-0.3809206681754414d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016187638-2-jic","B-80010687369-2-jic",0.05630294966360537d0,0,0,0.5786452731552781d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.41914941792644383d0,0,0,0,-0.6869859258806831d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016724524-1-jic","B-80016485662-1-jic",-1.165654976083253d0,0,0,-0.17914855229811344d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.9442706022942838d0,0,0,0,-1.4628124227478798d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80011691935-1-jic","B-80016670962-1-jic",-1.165654976083253d0,0,0,-0.17914855229811344d0,0.5199495734358581d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.9442706022942838d0,0,0,0,-1.4628124227478798d0,-0.03976052380320786d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80011233643-1-jic","B-80016670962-1-jic",-1.165654976083253d0,0,0,-0.17914855229811344d0,0.5199495734358581d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.9442706022942838d0,0,0,0,-1.4628124227478798d0,-0.03976052380320786d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016887452-2-jic","B-80016593384-2-jic",-0.7213066394480318d0,0,0,0.326047331337481d0,0.5199495734358581d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.44848150403220105d0,0,0,0,-0.9455947581697487d0,-0.03976052380320786d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016887452-2-jic","B-80017078026-4-jic",-0.2711116361277321d0,0,0,0.5786452731552781d0,0.17867246279912538d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,0.05383111049998683d0,0,0,0,-0.6869859258806831d0,-0.3809206681754414d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80010546175-2-jic","B-80015753183-3-jic",-0.9157091410115198d0,0,0,0.07344938951968377d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,0,-1.2042035904588142d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016735645-2-jic","B-80012043582-2-jic",-0.04089830111813863d0,0,0,0.326047331337481d0,-0.16260464783760734d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.31069549450242273d0,0,0,0,-0.9455947581697487d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80011061637-3-jic","B-80016739620-1-jic",-1.224465785343797d0,0,0,0.07344938951968377d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0098897476525006d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110001467146-1-nels","B-110001467028-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.7681351975679224d0,0,0,1,-0.9455947581697487d0,0.3013996205690257d0,0.6053445858157818d0,0.7662408688693447d0,0,1,0.8053722856244592d0,0,0,1,0.9688540504849138d0,1
"B-80016105312-1-jic","B-80011075284-2-jic",-1.165654976083253d0,0,0,-0.17914855229811344d0,0.5199495734358581d0,0.8799017786149826d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.9442706022942838d0,0,0,0,-1.4628124227478798d0,-0.03976052380320786d0,0.1349091505549051d0,0.37663720366591075d0,0,0,0.49411664759517615d0,0,0,0,-0.6102509436335539d0,-1
"B-80010943231-3-jic","B-80010647196-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80012847211-1-jic","B-80012727214-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.636057264774486d0,0,0,1,0.08884057098651381d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80011870892-2-jic","B-80015612029-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.636057264774486d0,0,0,1,0.08884057098651381d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-80011426615-4-jic","B-80016410837-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.4537866528860089d0,0,0,0.5636260727820342d0,0,0,0,-0.6102509436335539d0,1
"B-80011426615-4-jic","B-80015276494-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.4537866528860089d0,0,0,0.5636260727820342d0,0,0,0,-0.6102509436335539d0,1
"B-80012400246-4-jic","B-80011919771-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,0,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80002074883-3-jic","B-80002590222-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8017296468345317d0,0,0,0,-0.08388261226073132d0,1
"B-80011128655-3-jic","B-80010713806-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80004692697-2-jic","B-80002491032-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.6396005293524483d0,0,0,0,-0.6102509436335539d0,1
"B-80004692697-2-jic","B-80001432837-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.6396005293524483d0,0,0,0,-0.6102509436335539d0,1
"B-110003710031-2-cjp","B-110003710576-2-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-110003709863-2-nels","B-110003710576-2-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-110003420029-5-nels","B-110003414063-8-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.875797418567896d0,0,0,1,-0.4283770935916174d0,-0.722080812547675d0,-0.33552628470597157d0,0.3454690910253037d0,0,0,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80015883305-4-jic","B-80016597415-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-80015293099-1-jic","B-80012336228-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.31069549450242273d0,0,0,1,-0.9455947581697487d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80011895471-7-jic","B-80010498942-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-110002176397-2-nels","B-110001993918-4-nels",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-80012904060-6-jic","B-80009367534-9-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,-0.4185390952792522d0,0,0,0,-0.08388261226073132d0,1
"B-80011332343-5-jic","B-80009367534-9-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,-0.2921713561769646d0,0,0,0,-0.08388261226073132d0,1
"B-80010833811-1-jic","B-80009686999-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.8274463223775708d0,0,0,1,1.381884732431842d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,0,0,-0.08388261226073132d0,1
"B-80007095330-4-jic","B-80004114276-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.31069549450242273d0,0,0,1,-0.9455947581697487d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.14405692453147936d0,0,0,0,-0.08388261226073132d0,1
"B-80012664263-1-jic","B-80015776661-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.8274463223775708d0,0,0,1,1.381884732431842d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-40015560859-1-ndl","B-40001037227-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40002800150-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40003881868-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40003881220-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40003880675-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40001060095-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40001060754-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40001060916-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40015560859-1-ndl","B-40001060803-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40001018395-1-ndl","B-40003910064-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40001018395-1-ndl","B-40003229397-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40001018395-1-ndl","B-40003858990-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40001018395-1-ndl","B-40003881868-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40001018395-1-ndl","B-40001060754-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-40001018395-1-ndl","B-40001060879-1-ndl",0.2664675907363952d0,0,0,2.852026749515453d0,0.5199495734358581d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,8.554950411510837d-5,1,0,1,-1.6715695623310123d-15,-7.061329714099536d-15,1.662870849092367d-16,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-80014368283-1-jic","B-80014453024-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.6861127785291038d0,0,0,1,0.34744940327557944d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-80006496867-2-jic","B-80005798617-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.8529646461890044d0,0,0,1,1.6404935647209076d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80011977893-5-jic","B-80012512598-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-80011838183-5-jic","B-80012512598-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-110001155426-3-nels","B-110001154134-3-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,-1.1925243427700851d0,0,0,3.123195172306289d-5,1,0,1,0.9688540504849138d0,1
"B-110001905403-1-nels","B-110002060821-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.7687898132404412d0,0,0,1,-0.9455947581697487d0,1.66604019805796d0,2.4870863268592887d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-110001985796-2-nels","B-110002153473-2-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.7687898132404412d0,0,0,1,-0.9455947581697487d0,1.66604019805796d0,2.4870863268592887d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80007991923-2-jic","B-80006007193-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,1.381884732431842d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
