TIME,IF1,IF2,IF3,IF4,IF5,IF6
2012-07-21 19:00:00,0.25616011560042135,0.2648038986084901,0.21103050941333584,0.10565042998504602,7.825109114299417e-4,0.16157253548127692
2012-07-21 21:00:00,0.26118104312603024,0.2650049745527738,0.2059749644439076,0.10346135102748066,7.038162020359473e-4,0.1636738506477719
2012-07-21 23:00:00,0.2677031440048391,0.26464334698232767,0.21507049392442223,0.09594997914379198,5.746550716627204e-4,0.15605838087295623
2012-07-22 01:00:00,0.26276479112271517,0.2719860962566502,0.20467736381572033,0.10151131451049347,7.900073288289244e-4,0.1582704269655919
2012-07-22 03:00:00,0.2502131593869746,0.2740935775851447,0.19147066646076358,0.12050419989500365,8.084613187894062e-4,0.16290993535332415
2012-07-22 05:00:00,0.24144706041417002,0.26580830435585145,0.18470855015938575,0.14340213044344124,6.77439581927117e-4,0.1639565150452245
2012-07-22 07:00:00,0.2450862589266293,0.26905092343981885,0.1989500928405242,0.13734472461329422,6.348434577732694e-4,0.14893315672196022
2012-07-22 09:00:00,0.2542982204587471,0.27182502347408594,0.20767058088028598,0.12338174733879542,4.697155034602234e-4,0.14235471234462527
2012-07-22 11:00:00,0.2534493893277551,0.27436944872110647,0.2064678323624322,0.11667357917986279,6.319888737524926e-4,0.1484077615350909
2012-07-22 13:00:00,0.2587354178452521,0.25988181616864575,0.20962815364394174,0.1109222378653063,7.420856867703971e-4,0.16009028879008366
2012-07-22 15:00:00,0.25900019023307724,0.256686529840867,0.20430794123035304,0.10485742768525129,7.544935754283386e-4,0.17439341743502323
2012-07-22 17:00:00,0.2583479892394357,0.26139278800401106,0.20450792855428915,0.10626402812540853,6.502183366438987e-4,0.16883704774021177
2012-07-22 19:00:00,0.2578952100528103,0.2679503313242308,0.20783369896052972,0.10790603436134912,5.140858399527732e-4,0.15790063946112745
2012-07-22 21:00:00,0.26044544136767706,0.26876763964883693,0.2093755732366212,0.10432583691745387,4.8809140827128154e-4,0.15659741742113978
2012-07-22 23:00:00,0.26694341949744993,0.26780850278301765,0.21449380756328024,0.09722434371354281,5.524209880070013e-4,0.15297750545470246
2012-07-23 01:00:00,0.26336472626923324,0.2646420571246983,0.2023544099189695,0.10012756056500383,7.465657577394526e-4,0.16876468036435568
2012-07-23 03:00:00,0.24195830533358245,0.2617066874660956,0.188414678619883,0.12961063257937397,5.525081146486002e-4,0.17775718788641645
2012-07-23 05:00:00,0.23834793546759647,0.2669822363971806,0.18551415562835025,0.15305506325824222,3.442562212218327e-4,0.15575635302740856
2012-07-23 07:00:00,0.2502726484085466,0.26412477208176505,0.1969754000551199,0.14141934916062288,3.7190896804971006e-4,0.14683592132589596
2012-07-23 09:00:00,0.2591100256049171,0.26768978837118695,0.21616206096446652,0.13054656374527343,3.441505199678233e-4,0.12614741079418818
2012-07-23 11:00:00,0.2649432300873185,0.2653796744641626,0.22852599457225645,0.1054535804133351,6.164374755242639e-4,0.13508108298740318
2012-07-23 13:00:00,0.27172047944781896,0.252374589233732,0.23335338354702712,0.10089609385422374,7.930409687624169e-4,0.14086241294843563
2012-07-23 15:00:00,0.2597323588318128,0.25640739287919695,0.22464107038897282,0.10429416017794013,6.424153690566584e-4,0.15428260235302074
2012-07-23 17:00:00,0.25381094107376817,0.2599526407424425,0.22193697451020647,0.10526470493176844,4.5775267320066065e-4,0.15857698606861378
2012-07-23 19:00:00,0.25565086534113496,0.27136003219681676,0.21880883926519312,0.1099846680291179,5.250121806862564e-4,0.14367058298705104
2012-07-23 21:00:00,0.25541770884012,0.27771305118450107,0.21555146258079616,0.10488210540140781,6.03036670317409e-4,0.14583263532285745
2012-07-23 23:00:00,0.270826259066075,0.2687372023397503,0.21705494966090125,0.09729851491871624,5.420214365732724e-4,0.14554105257798397
2012-07-24 01:00:00,0.27062297882504666,0.27153936522951666,0.2033476836749819,0.10090799131841015,5.810425147337699e-4,0.15300093843731088
2012-07-24 03:00:00,0.24844310587269886,0.2759176432830818,0.186001446842128,0.1321153067465246,4.210274405986665e-4,0.15710146981496786
