YYYY/MM/DD,CAD/USD,EUR/USD,JPY/USD,GBP/USD,CHF/USD,AUD/USD,HKD/USD,NZD/USD,KRW/USD,MXN/USD
2012/02/14,0.40782543265613225,0.5379222046091937,0.11319017120850576,0.3895520865217837,0.43722061378112326,0.08949195329757036,0.08361204013377738,0.17021276595744683,0.3828740157480316,0.439552760307477
2012/02/15,0.38826185101580163,0.5599317156444333,0.10465067604336725,0.38179777573717005,0.4456282570932252,0.07576522562322525,0.06688963210701596,0.14675395526459373,0.36811023622047256,0.43780573025855984
2012/02/16,0.38600451467268593,0.5521277892939885,0.12696220017581322,0.34680134680134667,0.44301100173711644,0.0710634269485645,0.07357859531771756,0.16503000545553734,0.39173228346456684,0.4727463312368972
2012/02/17,0.39202407825432645,0.5373734910376785,0.15325044999790707,0.33843485358636816,0.43587724377533305,0.0879772798990218,0.07357859531771756,0.16748499727223162,0.37696850393700776,0.45842068483577897
2012/02/20,0.3574115876598942,0.5029874405560294,0.15911088785633565,0.324660748903173,0.42042848870874344,0.07077942568633656,0.07859531772574746,0.13829787234042543,0.3518700787401578,0.409154437456324
2012/02/21,0.3807373965387512,0.5009145226191923,0.16685503788354433,0.34639322518110344,0.4206137811233354,0.08908172925213027,0.08026755852841916,0.15384615384615385,0.3626968503937002,0.43431167016072625
2012/02/22,0.4145974416854777,0.5025606633337393,0.19268282473104756,0.395469850015305,0.41915460335842514,0.10687914168507434,0.09364548494982235,0.18057828696126577,0.3813976377952759,0.4636617749825297
2012/02/23,0.40331075996990245,0.48213632483843405,0.18765959228096574,0.38608305274971955,0.4081528662420382,0.09075418112969391,0.10869565217391207,0.16503000545553734,0.39173228346456684,0.46575821104122933
2012/02/24,0.4055680963130174,0.43000853554444585,0.21587341454225784,0.31711049892868093,0.3824435437174291,0.08529504575575889,0.07692307692307578,0.15384615384615385,0.3686023622047241,0.4814814814814809
2012/02/27,0.40180586907449173,0.4477502743567856,0.19778977772196388,0.32649729619426643,0.39131441806601047,0.0695803092458189,0.09698996655518057,0.13775231860338238,0.3843503937007873,0.47554157931516383
2012/02/28,0.3814898419864562,0.4333617851481523,0.19682699150236507,0.30945821854912753,0.38510712217718585,0.06926475228778801,0.09531772575250888,0.14839061647572285,0.3754921259842521,0.47554157931516383
2012/02/29,0.3137697516930025,0.46537007681989956,0.22675708485076823,0.2837465564738294,0.3994441227562247,0.06601451562006956,0.10200668896321048,0.1407528641571197,0.3316929133858264,0.45073375262054477
2012/03/01,0.3009781790820165,0.47866113888550177,0.22926870107580855,0.28293031323334294,0.40660104226983224,0.05904070684758599,0.09364548494982235,0.13993453355155516,0.32874015748031504,0.4406009783368271
2012/03/02,0.33032355154251325,0.5193269113522738,0.24555234626815692,0.3237424752576262,0.42519976838448187,0.07415588513726751,0.15384615384615155,0.17294053464266262,0.3316929133858264,0.4444444444444439
2012/03/05,0.36644093303235536,0.510669430557249,0.2396500481393108,0.31649831649831606,0.4210306890561668,0.09567686967497635,0.22909698996655567,0.21249318057828717,0.32726377952755936,0.4615653389238294
2012/03/06,0.42588412340105375,0.5483477624679913,0.2085897274896392,0.3765942250790738,0.4374290677475391,0.12934679709687621,0.22240802675585405,0.2547735951991269,0.3646653543307085,0.5300489168413695
